-40.50, 272.11, -46.15, -179.52
-40.50, 274.27, -30.85, -179.94
-40.50, 275.57, -15.45, 116.09
-40.50, 276.00, 0.00, 73.84
-40.50, 275.57, 15.45, 40.43
-40.50, 274.27, 30.85, 29.09
-40.50, 272.11, 46.15, 26.47
-40.50, 258.73, 96.09, 30.51
-40.50, 252.95, 110.42, 28.91
-40.50, 246.37, 124.41, 21.87
-40.50, 239.02, 138.00, 6.75
-40.50, 230.92, 151.16, -12.35
-40.50, 222.10, 163.85, -25.05
-40.50, 212.58, 176.02, -29.55
-40.50, 176.02, 212.58, -20.49
-40.50, 163.85, 222.10, -16.95
-40.50, 151.16, 230.92, -15.24
-40.50, 138.00, 239.02, -17.81
-40.50, 124.41, 246.37, -28.65
-40.50, 110.42, 252.95, -49.73
-40.50, 96.09, 258.73, -70.56
-40.50, 46.15, 272.11, 180.00
-40.50, 30.85, 274.27, 179.96
-40.50, 15.45, 275.57, -100.71
-40.50, 0.00, 276.00, -113.44
-40.50, -15.45, 275.57, -128.96
-40.50, -30.85, 274.27, -142.23
-40.50, -46.15, 272.11, -151.44
-40.50, -96.09, 258.73, 179.83
-40.50, -110.42, 252.95, 179.78
-40.50, -124.41, 246.37, 175.43
-40.50, -138.00, 239.02, 173.16
-40.50, -151.16, 230.92, 173.18
-40.50, -163.85, 222.10, 175.14
-40.50, -176.02, 212.58, 178.27
-40.50, -212.58, 176.02, 179.47
-40.50, -222.10, 163.85, -162.99
-40.50, -230.92, 151.16, -160.27
-40.50, -239.02, 138.00, 179.80
-40.50, -246.37, 124.41, 179.99
-40.50, -252.95, 110.42, 151.03
-40.50, -258.73, 96.09, 110.96
-40.50, -272.11, 46.15, 99.46
-40.50, -274.27, 30.85, 101.98
-40.50, -275.57, 15.45, 103.81
-40.50, -276.00, 0.00, 103.98
-40.50, -275.57, -15.45, 101.01
-40.50, -274.27, -30.85, 93.02
-40.50, -272.11, -46.15, 78.92
-40.50, -258.73, -96.09, 38.26
-40.50, -252.95, -110.42, 34.37
-40.50, -246.37, -124.41, 31.73
-40.50, -239.02, -138.00, 29.11
-40.50, -230.92, -151.16, 25.90
-40.50, -222.10, -163.85, 21.82
-40.50, -212.58, -176.02, 17.13
-40.50, -176.02, -212.58, 5.98
-40.50, -163.85, -222.10, 6.09
-40.50, -151.16, -230.92, 8.04
-40.50, -138.00, -239.02, 11.69
-40.50, -124.41, -246.37, 16.88
-40.50, -110.42, -252.95, 23.36
-40.50, -96.09, -258.73, 30.91
-40.50, -46.15, -272.11, 61.20
-40.50, -30.85, -274.27, 71.13
-40.50, -15.45, -275.57, 81.29
-40.50, -0.00, -276.00, 91.66
-40.50, 15.45, -275.57, 102.22
-40.50, 30.85, -274.27, 112.98
-40.50, 46.15, -272.11, 123.93
-40.50, 96.09, -258.73, 161.23
-40.50, 110.42, -252.95, 171.58
-40.50, 124.41, -246.37, 178.41
-40.50, 138.00, -239.02, 179.95
-40.50, 151.16, -230.92, 179.99
-40.50, 163.85, -222.10, 179.95
-40.50, 176.02, -212.58, 179.06
-40.50, 212.58, -176.02, 166.87
-40.50, 222.10, -163.85, 166.95
-40.50, 230.92, -151.16, 167.29
-40.50, 239.02, -138.00, 167.31
-40.50, 246.37, -124.41, -179.96
-40.50, 252.95, -110.42, -179.95
-40.50, 258.73, -96.09, -179.94
