-58.50, 272.11, -46.15, 249.17
-58.50, 274.27, -30.85, 256.24
-58.50, 275.57, -15.45, 258.05
-58.50, 276.00, 0.00, 256.48
-58.50, 275.57, 15.45, 252.95
-58.50, 274.27, 30.85, 248.77
-58.50, 272.11, 46.15, 0.00
-58.50, 258.73, 96.09, 0.00
-58.50, 252.95, 110.42, 251.68
-58.50, 246.37, 124.41, 257.88
-58.50, 239.02, 138.00, 0.00
-58.50, 230.92, 151.16, 262.01
-58.50, 222.10, 163.85, 83.89
-58.50, 212.58, 176.02, 97.27
-58.50, 176.02, 212.58, 124.41
-58.50, 163.85, 222.10, 131.69
-58.50, 151.16, 230.92, 138.76
-58.50, 138.00, 239.02, 145.59
-58.50, 124.41, 246.37, 152.23
-58.50, 110.42, 252.95, 158.71
-58.50, 96.09, 258.73, 165.04
-58.50, 46.15, 272.11, 186.64
-58.50, 30.85, 274.27, 194.38
-58.50, 15.45, 275.57, 206.35
-58.50, 0.00, 276.00, 74.06
-58.50, -15.45, 275.57, 29.08
-58.50, -30.85, 274.27, 33.96
-58.50, -46.15, 272.11, 44.79
-58.50, -96.09, 258.73, 7.49
-58.50, -110.42, 252.95, 0.75
-58.50, -124.41, 246.37, 0.00
-58.50, -138.00, 239.02, 324.72
-58.50, -151.16, 230.92, 30.54
-58.50, -163.85, 222.10, 57.74
-58.50, -176.02, 212.58, 72.89
-58.50, -212.58, 176.02, 104.49
-58.50, -222.10, 163.85, 112.12
-58.50, -230.92, 151.16, 119.45
-58.50, -239.02, 138.00, 126.67
-58.50, -246.37, 124.41, 133.96
-58.50, -252.95, 110.42, 141.50
-58.50, -258.73, 96.09, 149.50
-58.50, -272.11, 46.15, 184.03
-58.50, -274.27, 30.85, 199.52
-58.50, -275.57, 15.45, 220.46
-58.50, -276.00, 0.00, 249.08
-58.50, -275.57, -15.45, 282.27
-58.50, -274.27, -30.85, 0.00
-58.50, -272.11, -46.15, 0.00
-58.50, -258.73, -96.09, 14.46
-58.50, -252.95, -110.42, 23.90
-58.50, -246.37, -124.41, 32.84
-58.50, -239.02, -138.00, 41.50
-58.50, -230.92, -151.16, 50.05
-58.50, -222.10, -163.85, 58.58
-58.50, -212.58, -176.02, 67.13
-58.50, -176.02, -212.58, 95.02
-58.50, -163.85, -222.10, 102.30
-58.50, -151.16, -230.92, 108.32
-58.50, -138.00, -239.02, 112.38
-58.50, -124.41, -246.37, 113.77
-58.50, -110.42, -252.95, 112.26
-58.50, -96.09, -258.73, 108.92
-58.50, -46.15, -272.11, 109.24
-58.50, -30.85, -274.27, 114.98
-58.50, -15.45, -275.57, 123.99
-58.50, -0.00, -276.00, 37.86
-58.50, 15.45, -275.57, 0.02
-58.50, 30.85, -274.27, 0.00
-58.50, 46.15, -272.11, 0.00
-58.50, 96.09, -258.73, 6.19
-58.50, 110.42, -252.95, 17.41
-58.50, 124.41, -246.37, 28.98
-58.50, 138.00, -239.02, 40.82
-58.50, 151.16, -230.92, 52.73
-58.50, 163.85, -222.10, 64.67
-58.50, 176.02, -212.58, 76.45
-58.50, 212.58, -176.02, 360.00
-58.50, 222.10, -163.85, 360.00
-58.50, 230.92, -151.16, 135.57
-58.50, 239.02, -138.00, 146.53
-58.50, 246.37, -124.41, 158.23
-58.50, 252.95, -110.42, 171.52
-58.50, 258.73, -96.09, 187.73
